DateTime,Stage,FlowRate,Loc
01/15/2022 12:00:00 AM,2.39,8.3,Below Reservoir
01/14/2022 11:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 11:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 11:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 11:00:00 PM,2.39,8.3,Below Reservoir
01/14/2022 10:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 10:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 10:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 10:00:00 PM,2.39,8.3,Below Reservoir
01/14/2022 09:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 09:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 09:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 09:00:00 PM,2.39,8.3,Below Reservoir
01/14/2022 08:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 08:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 08:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 08:00:00 PM,2.39,8.3,Below Reservoir
01/14/2022 07:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 07:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 07:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 07:00:00 PM,2.39,8.3,Below Reservoir
01/14/2022 06:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 06:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 06:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 06:00:00 PM,2.39,8.3,Below Reservoir
01/14/2022 05:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 05:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 05:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 05:00:00 PM,2.39,8.3,Below Reservoir
01/14/2022 04:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 04:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 04:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 04:00:00 PM,2.39,8.3,Below Reservoir
01/14/2022 03:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 03:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 03:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 03:00:00 PM,2.39,8.3,Below Reservoir
01/14/2022 02:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 02:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 02:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 02:00:00 PM,2.39,8.3,Below Reservoir
01/14/2022 01:45:00 PM,2.39,8.3,Below Reservoir
01/14/2022 01:30:00 PM,2.39,8.3,Below Reservoir
01/14/2022 01:15:00 PM,2.39,8.3,Below Reservoir
01/14/2022 01:00:00 PM,2.39,8.3,Below Reservoir
